district,agro_climatic_zone,soil_type,season,crop,area_hectares,nitrogen_kgha,phosphorus_kgha,potassium_kgha,soil_ph,organic_carbon_pct,rainfall_mm,temperature_celsius,irrigation_type,yield_qha
Balasore,North Eastern Coastal Plain,Alluvial,Rabi,Green Gram (Moong),1.54,22.9,35.2,38.4,6.3,0.44,109.8,23.3,Borewell,4.63
Koraput,Eastern Ghat High Land,Red Laterite,Kharif,Ragi (Mandia),2.28,29.4,10.3,30.7,4.92,0.6,1431.7,23.0,Rainfed,3.01
Mayurbhanj,North Central Plateau,Red Laterite,Kharif,Ragi (Mandia),3.22,49.3,37.8,25.4,6.34,0.42,1623.5,28.2,Borewell,9.71
Mayurbhanj,North Central Plateau,Red Laterite,Kharif,Maize,1.91,60.3,27.6,61.7,6.02,0.54,1681.7,25.6,Rainfed,10.3
Sambalpur,Western Central Table Land,Red Laterite,Rabi,Green Gram (Moong),0.75,0.0,39.3,19.1,6.6,0.71,63.2,24.5,Rainfed,2.5
Puri,East & South Eastern Coastal Plain,Coastal Saline,Rabi,Paddy (Rabi),1.0,147.1,41.8,75.0,7.28,0.48,270.8,25.1,Borewell,23.41
Koraput,Eastern Ghat High Land,Red Laterite,Kharif,Maize,1.62,60.5,27.4,57.6,5.84,0.15,1536.1,22.8,Rainfed,6.95
Puri,East & South Eastern Coastal Plain,Alluvial,Rabi,Green Gram (Moong),0.43,0.0,52.9,36.0,7.38,0.6,286.3,24.0,Borewell,2.5
Balasore,North Eastern Coastal Plain,Alluvial,Kharif,Groundnut,2.5,30.1,46.7,52.3,6.42,0.58,1497.2,27.0,Rainfed,6.87
Ganjam,South Eastern Coastal Plain,Alluvial,Kharif,Groundnut,0.5,0.3,75.4,35.4,6.23,0.49,1043.0,28.4,Rainfed,2.5
Sundargarh,North Western Plateau,Sandy Loam,Kharif,Ragi (Mandia),1.19,11.4,14.1,12.8,5.03,0.66,1118.2,27.1,Borewell,2.78
Bargarh,Western Central Table Land,Black Soil,Rabi,Paddy (Rabi),1.34,146.9,46.7,37.9,7.07,0.44,41.6,26.2,Rainfed,24.24
Cuttack,East & South Eastern Coastal Plain,Sandy Loam,Kharif,Paddy (Kharif),3.04,90.2,6.4,57.4,7.32,0.64,2108.8,25.5,Borewell,4.55
Puri,East & South Eastern Coastal Plain,Coastal Saline,Rabi,Green Gram (Moong),2.55,1.9,50.5,32.1,7.1,0.49,113.7,21.6,Borewell,2.5
Koraput,Eastern Ghat High Land,Sandy Loam,Kharif,Maize,5.48,54.9,55.4,21.4,5.08,0.36,1248.8,25.2,Borewell,9.81
Sambalpur,Western Central Table Land,Black Soil,Rabi,Paddy (Rabi),3.84,77.4,56.4,40.6,6.74,0.32,230.7,22.3,Canal,15.51
Ganjam,South Eastern Coastal Plain,Alluvial,Kharif,Ragi (Mandia),4.05,36.2,18.7,25.0,6.61,0.56,1231.8,26.2,Borewell,7.6
Bargarh,Western Central Table Land,Alluvial,Kharif,Groundnut,0.79,0.0,67.7,25.7,6.53,0.6,1309.3,30.8,Rainfed,2.5
Bargarh,Western Central Table Land,Black Soil,Kharif,Paddy (Kharif),0.83,60.0,27.2,28.5,6.1,0.57,944.9,30.9,Canal,11.62
Sambalpur,Western Central Table Land,Black Soil,Kharif,Maize,1.11,116.4,32.0,54.3,6.78,0.35,1482.8,27.1,Canal,18.54
Kalahandi,Western Undulating Zone,Red Laterite,Kharif,Groundnut,1.87,25.4,66.2,25.2,6.11,0.73,953.6,26.5,Borewell,9.18
Mayurbhanj,North Central Plateau,Red Laterite,Kharif,Ragi (Mandia),2.27,65.8,40.4,18.0,6.15,0.52,1580.3,25.0,Rainfed,8.6
Sundargarh,North Western Plateau,Sandy Loam,Kharif,Ragi (Mandia),0.61,37.5,16.6,30.1,5.16,0.6,1400.7,30.0,Rainfed,7.97
Mayurbhanj,North Central Plateau,Sandy Loam,Kharif,Paddy (Kharif),0.64,87.8,50.0,49.2,6.31,0.4,1473.9,26.6,Rainfed,23.1
Mayurbhanj,North Central Plateau,Sandy Loam,Kharif,Maize,0.57,83.3,80.8,45.3,5.85,0.51,1152.8,30.6,Rainfed,22.1
Sambalpur,Western Central Table Land,Red Laterite,Rabi,Green Gram (Moong),0.83,55.9,43.9,38.9,6.18,0.67,187.1,24.1,Canal,5.2
Ganjam,South Eastern Coastal Plain,Red Laterite,Rabi,Green Gram (Moong),3.99,0.0,31.3,25.6,6.59,0.39,123.4,24.6,Rainfed,2.5
Bargarh,Western Central Table Land,Black Soil,Kharif,Paddy (Kharif),0.84,116.2,44.8,72.1,6.59,0.51,1206.4,29.4,Canal,28.56
Cuttack,East & South Eastern Coastal Plain,Sandy Loam,Rabi,Mustard,4.51,66.2,60.6,18.0,6.97,0.36,105.5,21.1,Borewell,4.2
Balasore,North Eastern Coastal Plain,Alluvial,Kharif,Paddy (Kharif),1.57,105.0,50.2,58.1,6.72,0.63,1616.0,26.1,Rainfed,26.1
Mayurbhanj,North Central Plateau,Sandy Loam,Kharif,Ragi (Mandia),1.21,66.9,4.6,30.9,5.78,0.37,1518.6,26.1,Borewell,5.2
Bargarh,Western Central Table Land,Black Soil,Rabi,Paddy (Rabi),2.57,94.9,50.4,38.5,6.64,0.61,68.1,23.5,Canal,26.83
Kalahandi,Western Undulating Zone,Black Soil,Kharif,Groundnut,1.11,7.0,29.9,64.9,6.3,0.66,1448.3,28.5,Borewell,5.59
Ganjam,South Eastern Coastal Plain,Red Laterite,Kharif,Ragi (Mandia),0.62,78.5,17.1,0.0,6.54,0.24,1103.3,26.4,Borewell,2.97
Cuttack,East & South Eastern Coastal Plain,Sandy Loam,Kharif,Paddy (Kharif),3.1,87.2,31.1,50.1,6.9,0.61,1362.9,24.4,Rainfed,14.47
Balasore,North Eastern Coastal Plain,Alluvial,Kharif,Groundnut,1.37,42.4,38.7,50.6,6.0,0.55,1428.9,24.8,Rainfed,7.15
Koraput,Eastern Ghat High Land,Red Laterite,Kharif,Ragi (Mandia),2.67,86.3,21.4,31.3,5.02,0.43,1297.5,24.1,Rainfed,5.65
Ganjam,South Eastern Coastal Plain,Red Laterite,Rabi,Green Gram (Moong),2.21,85.7,34.0,25.4,6.38,0.34,160.0,26.8,Borewell,4.44
Sambalpur,Western Central Table Land,Red Laterite,Kharif,Maize,2.35,138.5,49.5,31.1,6.39,0.63,1755.4,30.1,Rainfed,22.26
Ganjam,South Eastern Coastal Plain,Red Laterite,Kharif,Ragi (Mandia),0.42,47.9,0.0,20.3,6.28,0.64,825.2,28.3,Rainfed,2.5
Puri,East & South Eastern Coastal Plain,Coastal Saline,Kharif,Groundnut,2.38,66.4,45.5,38.5,6.84,0.37,1331.0,26.8,Rainfed,10.19
Ganjam,South Eastern Coastal Plain,Alluvial,Kharif,Groundnut,0.6,0.0,70.6,56.2,6.53,0.6,1404.3,27.8,Borewell,2.5
Sundargarh,North Western Plateau,Red Laterite,Kharif,Ragi (Mandia),1.2,57.9,33.8,35.4,5.12,0.79,1370.7,27.8,Rainfed,10.77
Balasore,North Eastern Coastal Plain,Alluvial,Kharif,Paddy (Kharif),0.67,44.3,44.7,56.4,6.59,0.71,1106.5,28.2,Borewell,17.15
Ganjam,South Eastern Coastal Plain,Alluvial,Kharif,Paddy (Kharif),3.79,102.6,27.8,54.2,6.59,0.56,860.5,31.7,Borewell,19.27
Balasore,North Eastern Coastal Plain,Sandy Loam,Rabi,Paddy (Rabi),2.6,109.8,54.1,48.4,5.9,0.77,214.8,23.3,Rainfed,22.13
Puri,East & South Eastern Coastal Plain,Alluvial,Rabi,Green Gram (Moong),4.14,14.5,38.5,0.0,7.4,0.19,183.0,25.6,Rainfed,2.5
Bargarh,Western Central Table Land,Black Soil,Kharif,Groundnut,3.17,6.0,27.0,55.6,7.17,0.62,1231.3,24.7,Rainfed,2.76
Puri,East & South Eastern Coastal Plain,Coastal Saline,Kharif,Paddy (Kharif),1.19,56.6,63.2,17.6,6.67,0.77,1834.9,27.8,Borewell,18.05
Ganjam,South Eastern Coastal Plain,Red Laterite,Rabi,Green Gram (Moong),6.5,4.8,14.6,30.0,6.66,0.67,113.1,26.9,Rainfed,3.85
Sundargarh,North Western Plateau,Red Laterite,Rabi,Mustard,1.39,65.2,47.1,20.2,5.44,0.52,165.6,25.4,Rainfed,2.52
Sundargarh,North Western Plateau,Sandy Loam,Rabi,Mustard,3.22,104.4,24.5,34.1,6.01,0.66,91.6,25.6,Rainfed,5.88
Sambalpur,Western Central Table Land,Red Laterite,Rabi,Green Gram (Moong),1.45,0.0,68.3,48.2,5.9,0.53,181.2,25.9,Canal,2.5
Bargarh,Western Central Table Land,Alluvial,Rabi,Paddy (Rabi),1.64,133.8,53.9,52.6,6.87,0.69,229.9,23.9,Canal,30.85
Cuttack,East & South Eastern Coastal Plain,Alluvial,Rabi,Paddy (Rabi),4.27,87.2,62.8,66.7,6.12,0.62,86.0,25.5,Borewell,28.09
Cuttack,East & South Eastern Coastal Plain,Sandy Loam,Rabi,Mustard,1.86,23.7,17.7,27.6,6.55,0.74,148.9,21.5,Rainfed,3.58
Kalahandi,Western Undulating Zone,Black Soil,Kharif,Ragi (Mandia),1.73,64.7,24.9,19.0,5.91,0.51,1063.0,29.0,Rainfed,12.67
Cuttack,East & South Eastern Coastal Plain,Alluvial,Rabi,Green Gram (Moong),5.08,12.9,65.7,22.1,6.99,0.46,150.8,23.5,Rainfed,4.38
Kalahandi,Western Undulating Zone,Black Soil,Kharif,Maize,3.88,40.4,63.6,25.2,5.57,0.76,1097.9,27.7,Borewell,7.01
Sambalpur,Western Central Table Land,Red Laterite,Kharif,Maize,2.45,115.6,46.7,27.0,7.02,0.87,1594.6,27.9,Canal,19.93
Kalahandi,Western Undulating Zone,Black Soil,Kharif,Ragi (Mandia),0.77,58.2,19.9,13.2,6.13,0.78,1223.6,31.6,Rainfed,8.6
Sundargarh,North Western Plateau,Red Laterite,Rabi,Mustard,1.31,82.2,36.9,63.3,5.53,0.43,175.9,21.8,Borewell,7.44
Kalahandi,Western Undulating Zone,Black Soil,Kharif,Groundnut,2.75,60.6,49.4,40.3,6.29,0.48,716.1,29.5,Rainfed,10.36
Mayurbhanj,North Central Plateau,Red Laterite,Kharif,Maize,1.86,122.3,76.8,43.1,5.53,0.74,1623.0,27.1,Borewell,19.59
Koraput,Eastern Ghat High Land,Red Laterite,Kharif,Maize,2.49,138.6,27.6,33.2,6.07,0.51,1215.4,23.1,Rainfed,16.8
Cuttack,East & South Eastern Coastal Plain,Sandy Loam,Rabi,Green Gram (Moong),3.91,0.0,19.9,8.4,7.07,0.4,84.3,21.3,Borewell,2.5
Sambalpur,Western Central Table Land,Red Laterite,Rabi,Green Gram (Moong),1.48,29.9,61.7,4.8,6.63,0.46,205.2,22.5,Rainfed,2.5
Kalahandi,Western Undulating Zone,Black Soil,Kharif,Ragi (Mandia),2.05,15.0,27.6,19.7,6.71,0.44,1307.7,26.6,Rainfed,3.26
Balasore,North Eastern Coastal Plain,Sandy Loam,Kharif,Groundnut,0.81,6.5,20.6,47.8,7.02,0.4,1025.8,23.8,Borewell,2.5
Sundargarh,North Western Plateau,Sandy Loam,Rabi,Mustard,1.2,49.9,1.8,30.5,5.38,0.5,254.1,22.0,Borewell,2.5
Puri,East & South Eastern Coastal Plain,Coastal Saline,Kharif,Groundnut,0.72,33.0,49.7,50.1,7.61,0.71,1517.6,26.1,Rainfed,12.36
Puri,East & South Eastern Coastal Plain,Coastal Saline,Rabi,Paddy (Rabi),1.08,110.0,66.5,49.8,7.55,1.0,262.0,22.9,Rainfed,28.22
Kalahandi,Western Undulating Zone,Black Soil,Kharif,Groundnut,1.25,24.2,15.9,43.9,6.1,0.57,981.7,27.3,Rainfed,7.47
Balasore,North Eastern Coastal Plain,Alluvial,Rabi,Paddy (Rabi),0.95,102.3,47.4,31.5,6.43,0.38,135.7,23.2,Borewell,20.9
Ganjam,South Eastern Coastal Plain,Alluvial,Kharif,Paddy (Kharif),0.39,68.3,60.4,60.3,6.51,0.47,1552.2,29.2,Borewell,17.9
Bargarh,Western Central Table Land,Alluvial,Rabi,Paddy (Rabi),0.7,128.2,76.9,49.7,6.52,0.82,88.5,26.4,Canal,37.65
Bargarh,Western Central Table Land,Black Soil,Kharif,Paddy (Kharif),1.24,92.7,57.0,59.1,6.9,0.45,1719.8,26.9,Canal,30.09
Cuttack,East & South Eastern Coastal Plain,Alluvial,Rabi,Paddy (Rabi),1.58,90.6,54.1,45.2,5.93,0.3,245.5,28.0,Borewell,25.98
Sundargarh,North Western Plateau,Sandy Loam,Rabi,Mustard,2.29,49.3,46.1,22.5,5.55,0.36,98.0,24.6,Rainfed,7.26
Cuttack,East & South Eastern Coastal Plain,Sandy Loam,Rabi,Mustard,2.12,70.8,27.7,48.4,6.58,0.47,132.6,23.9,Borewell,9.09
Ganjam,South Eastern Coastal Plain,Alluvial,Rabi,Green Gram (Moong),3.67,41.1,38.0,21.3,6.96,0.7,276.3,22.6,Borewell,5.24
Ganjam,South Eastern Coastal Plain,Red Laterite,Rabi,Green Gram (Moong),3.38,16.6,27.5,20.3,6.66,0.51,158.2,23.7,Rainfed,2.5
Sambalpur,Western Central Table Land,Red Laterite,Rabi,Green Gram (Moong),1.2,0.0,32.4,15.7,7.1,0.71,178.7,21.7,Canal,2.5
Kalahandi,Western Undulating Zone,Red Laterite,Kharif,Groundnut,1.47,27.9,42.5,52.1,6.91,0.53,883.9,31.4,Rainfed,10.61
Sambalpur,Western Central Table Land,Black Soil,Rabi,Paddy (Rabi),3.13,105.7,53.5,63.7,6.04,0.85,42.2,24.5,Canal,28.17
Puri,East & South Eastern Coastal Plain,Alluvial,Rabi,Paddy (Rabi),0.43,154.0,67.2,25.1,6.73,0.81,20.0,26.9,Rainfed,22.35
Bargarh,Western Central Table Land,Black Soil,Kharif,Groundnut,0.86,52.0,21.0,43.7,6.88,0.8,1026.6,29.6,Canal,4.77
Mayurbhanj,North Central Plateau,Red Laterite,Kharif,Maize,1.64,97.1,36.0,41.6,6.17,0.57,1539.7,27.5,Rainfed,20.53
Kalahandi,Western Undulating Zone,Black Soil,Kharif,Ragi (Mandia),0.48,26.2,5.7,30.5,6.36,0.74,1539.3,30.2,Rainfed,2.5
Sundargarh,North Western Plateau,Red Laterite,Rabi,Mustard,1.65,68.9,46.5,43.6,5.49,0.55,140.5,24.6,Rainfed,2.99
Bargarh,Western Central Table Land,Alluvial,Kharif,Groundnut,3.11,10.3,26.2,64.4,7.82,0.5,1431.4,26.9,Canal,5.95
Puri,East & South Eastern Coastal Plain,Coastal Saline,Rabi,Paddy (Rabi),1.89,122.6,50.8,63.1,7.14,0.69,287.9,23.6,Borewell,30.17
Koraput,Eastern Ghat High Land,Red Laterite,Kharif,Ragi (Mandia),0.51,71.0,6.4,20.7,5.09,0.46,1262.9,23.7,Rainfed,2.5
Mayurbhanj,North Central Plateau,Sandy Loam,Rabi,Mustard,1.99,69.3,21.0,37.3,6.1,0.71,89.8,22.4,Rainfed,7.96
Sundargarh,North Western Plateau,Red Laterite,Kharif,Ragi (Mandia),1.36,55.7,0.0,6.4,4.96,0.74,1214.6,25.1,Rainfed,2.86
Cuttack,East & South Eastern Coastal Plain,Alluvial,Rabi,Mustard,1.71,22.0,43.9,23.4,6.46,0.38,293.4,26.3,Rainfed,3.83
Mayurbhanj,North Central Plateau,Sandy Loam,Rabi,Mustard,1.19,77.4,45.1,9.8,5.85,0.44,185.9,25.6,Rainfed,4.83
Sundargarh,North Western Plateau,Red Laterite,Rabi,Mustard,0.31,56.4,28.2,34.6,5.37,0.51,89.3,24.8,Borewell,3.08
Puri,East & South Eastern Coastal Plain,Coastal Saline,Kharif,Groundnut,1.77,27.3,36.3,67.2,7.3,0.39,809.3,27.6,Rainfed,9.73
Balasore,North Eastern Coastal Plain,Alluvial,Rabi,Green Gram (Moong),2.27,8.2,43.6,6.0,6.25,0.26,149.1,24.5,Rainfed,2.5
Bargarh,Western Central Table Land,Black Soil,Kharif,Groundnut,1.67,22.4,65.0,20.3,6.64,0.66,1068.0,29.4,Rainfed,5.54
Ganjam,South Eastern Coastal Plain,Red Laterite,Kharif,Groundnut,2.64,17.5,43.4,57.4,6.78,0.62,1187.9,28.6,Borewell,9.93
Sambalpur,Western Central Table Land,Black Soil,Rabi,Green Gram (Moong),1.12,2.7,37.8,27.6,6.56,0.49,137.4,24.1,Canal,2.5
Cuttack,East & South Eastern Coastal Plain,Sandy Loam,Rabi,Mustard,4.47,36.1,48.2,15.8,7.04,0.5,38.8,26.4,Rainfed,5.42
Sambalpur,Western Central Table Land,Black Soil,Kharif,Paddy (Kharif),3.05,88.4,34.1,18.8,5.85,0.73,1323.0,27.2,Canal,14.41
Sambalpur,Western Central Table Land,Red Laterite,Rabi,Paddy (Rabi),0.84,132.3,54.3,52.4,6.82,0.36,122.3,22.4,Canal,26.51
Sambalpur,Western Central Table Land,Black Soil,Kharif,Maize,1.7,77.9,57.8,44.3,6.24,0.15,1543.1,28.2,Rainfed,22.72
Balasore,North Eastern Coastal Plain,Sandy Loam,Kharif,Groundnut,0.77,45.6,50.0,66.8,6.86,0.7,1461.2,27.6,Borewell,11.73
Koraput,Eastern Ghat High Land,Red Laterite,Kharif,Ragi (Mandia),1.96,27.9,14.7,47.4,5.36,0.46,1307.4,22.4,Rainfed,7.37
Koraput,Eastern Ghat High Land,Sandy Loam,Kharif,Maize,1.06,102.3,65.8,28.9,5.43,0.63,1108.1,23.0,Borewell,7.61
Bargarh,Western Central Table Land,Black Soil,Kharif,Paddy (Kharif),1.3,77.8,43.9,40.1,6.88,0.36,1262.9,28.1,Rainfed,17.1
Sambalpur,Western Central Table Land,Red Laterite,Rabi,Paddy (Rabi),2.29,145.6,48.9,55.6,6.69,0.39,132.5,24.5,Canal,31.94
Mayurbhanj,North Central Plateau,Sandy Loam,Kharif,Paddy (Kharif),1.24,126.2,45.6,64.2,5.97,0.45,1694.1,28.9,Rainfed,26.06
Ganjam,South Eastern Coastal Plain,Red Laterite,Rabi,Green Gram (Moong),2.46,10.7,36.0,29.8,6.76,0.56,162.2,21.7,Borewell,5.05
Kalahandi,Western Undulating Zone,Black Soil,Kharif,Ragi (Mandia),0.79,17.3,10.0,20.8,6.14,0.33,1353.3,31.8,Borewell,4.03
Sundargarh,North Western Plateau,Sandy Loam,Rabi,Mustard,0.71,103.2,34.2,36.4,4.98,0.76,40.9,26.3,Borewell,5.6
Bargarh,Western Central Table Land,Black Soil,Kharif,Groundnut,1.41,45.2,43.0,47.2,7.34,0.73,1226.6,30.6,Canal,11.08
Sambalpur,Western Central Table Land,Red Laterite,Rabi,Green Gram (Moong),2.41,1.4,54.2,17.8,6.6,0.5,132.4,24.3,Canal,2.5
Koraput,Eastern Ghat High Land,Red Laterite,Kharif,Maize,2.59,95.6,35.7,45.1,6.1,0.46,1577.9,23.0,Rainfed,16.68
Sundargarh,North Western Plateau,Red Laterite,Rabi,Mustard,2.17,86.4,41.7,3.8,5.74,0.53,262.3,24.6,Rainfed,2.5
Balasore,North Eastern Coastal Plain,Sandy Loam,Rabi,Mustard,1.82,82.3,41.4,44.4,6.89,0.28,27.6,25.6,Borewell,7.62
Bargarh,Western Central Table Land,Alluvial,Rabi,Paddy (Rabi),0.46,115.1,29.8,42.7,6.6,0.51,215.3,24.1,Canal,20.37
Sambalpur,Western Central Table Land,Black Soil,Rabi,Paddy (Rabi),1.59,95.7,49.0,58.2,6.56,0.63,184.2,25.9,Rainfed,27.1
Sambalpur,Western Central Table Land,Red Laterite,Kharif,Maize,3.57,104.7,46.5,33.6,6.64,0.45,1253.5,28.1,Canal,12.57
Cuttack,East & South Eastern Coastal Plain,Sandy Loam,Rabi,Green Gram (Moong),4.31,31.3,10.0,2.3,6.85,0.67,213.6,22.1,Borewell,2.5
Sundargarh,North Western Plateau,Red Laterite,Rabi,Mustard,1.78,57.5,22.1,10.3,5.36,0.49,291.5,23.8,Rainfed,3.8
Cuttack,East & South Eastern Coastal Plain,Alluvial,Kharif,Paddy (Kharif),0.45,68.2,56.4,70.3,6.64,0.58,1612.9,28.4,Borewell,24.12
Bargarh,Western Central Table Land,Black Soil,Kharif,Paddy (Kharif),0.92,108.8,38.6,52.9,6.61,0.48,1168.7,30.2,Canal,24.23
Kalahandi,Western Undulating Zone,Red Laterite,Kharif,Groundnut,1.26,39.5,54.8,39.7,6.72,0.36,1630.6,27.8,Rainfed,10.89
Sundargarh,North Western Plateau,Sandy Loam,Kharif,Ragi (Mandia),0.88,11.7,38.3,35.9,5.33,0.68,1265.6,27.4,Rainfed,3.58
Kalahandi,Western Undulating Zone,Black Soil,Kharif,Maize,1.56,88.9,52.4,49.3,6.61,0.55,604.6,31.1,Borewell,23.4
Sundargarh,North Western Plateau,Sandy Loam,Kharif,Ragi (Mandia),1.1,54.3,24.0,32.4,5.71,0.49,1268.2,27.8,Rainfed,9.01
Puri,East & South Eastern Coastal Plain,Alluvial,Rabi,Green Gram (Moong),1.23,41.3,53.4,26.0,6.75,0.32,237.2,25.5,Borewell,5.97
Cuttack,East & South Eastern Coastal Plain,Sandy Loam,Rabi,Green Gram (Moong),0.88,19.0,43.5,19.6,7.01,0.7,151.2,23.2,Borewell,3.23
Sambalpur,Western Central Table Land,Red Laterite,Kharif,Maize,1.72,130.3,49.4,42.1,7.08,0.52,1406.2,29.8,Canal,19.86
Sambalpur,Western Central Table Land,Black Soil,Rabi,Paddy (Rabi),3.75,133.6,50.7,51.4,6.68,0.51,215.4,23.3,Rainfed,26.92
Sundargarh,North Western Plateau,Sandy Loam,Rabi,Mustard,0.77,86.1,25.8,51.5,5.69,0.45,127.5,23.2,Rainfed,6.49
Puri,East & South Eastern Coastal Plain,Alluvial,Kharif,Groundnut,2.3,16.3,49.5,37.0,6.77,0.6,1324.8,29.8,Borewell,6.96
Sambalpur,Western Central Table Land,Red Laterite,Rabi,Paddy (Rabi),4.68,98.0,39.9,43.6,6.62,0.23,131.9,27.1,Rainfed,21.15
Kalahandi,Western Undulating Zone,Black Soil,Kharif,Ragi (Mandia),1.13,59.9,19.9,25.4,6.35,0.61,1215.9,29.8,Rainfed,6.65
Puri,East & South Eastern Coastal Plain,Alluvial,Rabi,Paddy (Rabi),0.62,128.6,25.5,40.1,6.44,0.79,254.4,21.0,Borewell,22.66
Kalahandi,Western Undulating Zone,Red Laterite,Kharif,Maize,0.57,128.9,44.3,38.3,6.7,0.76,1165.3,32.2,Rainfed,21.43
Bargarh,Western Central Table Land,Alluvial,Kharif,Groundnut,0.28,39.0,33.5,66.1,6.11,0.46,1500.6,28.6,Canal,9.05
Cuttack,East & South Eastern Coastal Plain,Sandy Loam,Rabi,Mustard,1.07,67.6,18.1,19.3,6.41,0.49,71.6,22.3,Rainfed,6.23
Puri,East & South Eastern Coastal Plain,Alluvial,Kharif,Groundnut,1.02,0.0,36.3,64.4,7.52,0.67,1533.0,29.2,Borewell,2.5
Sambalpur,Western Central Table Land,Red Laterite,Kharif,Maize,0.76,127.5,68.2,25.3,6.89,0.72,1493.5,27.9,Canal,12.03
Sambalpur,Western Central Table Land,Red Laterite,Rabi,Paddy (Rabi),2.92,92.0,29.2,59.5,6.81,0.33,86.6,24.1,Canal,20.22
Sundargarh,North Western Plateau,Sandy Loam,Kharif,Ragi (Mandia),1.46,72.1,11.9,27.7,5.13,0.6,1255.2,29.8,Rainfed,4.89
Bargarh,Western Central Table Land,Black Soil,Kharif,Paddy (Kharif),2.91,84.6,43.0,47.1,6.3,0.43,1276.3,26.6,Canal,25.03
Sambalpur,Western Central Table Land,Red Laterite,Kharif,Maize,0.4,81.9,39.1,0.0,6.01,0.6,1524.6,29.4,Canal,3.17
Sambalpur,Western Central Table Land,Red Laterite,Rabi,Green Gram (Moong),0.98,30.5,21.8,11.5,7.13,0.46,217.2,24.1,Canal,4.94
Sundargarh,North Western Plateau,Sandy Loam,Kharif,Ragi (Mandia),0.52,75.8,0.0,23.6,5.3,0.52,1625.9,29.8,Borewell,5.49
Sundargarh,North Western Plateau,Red Laterite,Rabi,Mustard,3.35,87.7,44.6,56.5,5.3,0.34,319.3,24.8,Rainfed,4.42
Bargarh,Western Central Table Land,Alluvial,Rabi,Paddy (Rabi),1.64,107.6,58.8,59.8,6.43,0.66,149.2,26.1,Canal,30.33
Puri,East & South Eastern Coastal Plain,Coastal Saline,Kharif,Groundnut,1.17,48.1,36.7,63.8,6.37,0.84,1657.0,26.0,Rainfed,10.91
Balasore,North Eastern Coastal Plain,Alluvial,Rabi,Mustard,3.77,43.1,32.5,40.4,6.5,0.74,137.9,20.7,Rainfed,6.0
Koraput,Eastern Ghat High Land,Sandy Loam,Kharif,Ragi (Mandia),2.09,49.8,17.7,41.1,5.12,0.68,1370.0,23.5,Borewell,6.59
Cuttack,East & South Eastern Coastal Plain,Sandy Loam,Rabi,Paddy (Rabi),2.67,134.0,64.1,48.3,6.5,0.17,290.6,24.1,Rainfed,26.47
Balasore,North Eastern Coastal Plain,Sandy Loam,Kharif,Groundnut,1.06,15.8,25.7,58.2,6.34,0.54,1074.9,26.5,Borewell,6.27
Ganjam,South Eastern Coastal Plain,Alluvial,Kharif,Ragi (Mandia),2.03,48.0,22.7,0.0,7.2,0.62,1076.7,26.3,Borewell,2.5
Sundargarh,North Western Plateau,Red Laterite,Rabi,Mustard,2.41,40.3,18.2,39.7,4.43,0.74,129.0,22.0,Rainfed,2.5
Mayurbhanj,North Central Plateau,Red Laterite,Rabi,Mustard,1.41,81.3,31.6,44.3,5.66,0.46,140.2,23.5,Rainfed,7.02
Cuttack,East & South Eastern Coastal Plain,Alluvial,Rabi,Green Gram (Moong),1.15,25.1,49.4,49.4,6.71,0.57,39.0,24.3,Borewell,5.0
Sundargarh,North Western Plateau,Sandy Loam,Rabi,Mustard,1.21,57.3,18.3,30.6,5.65,0.64,196.7,23.4,Borewell,6.59
Cuttack,East & South Eastern Coastal Plain,Sandy Loam,Rabi,Paddy (Rabi),2.28,90.5,52.8,38.3,6.6,0.4,60.6,22.5,Rainfed,18.06
Puri,East & South Eastern Coastal Plain,Coastal Saline,Rabi,Green Gram (Moong),0.92,34.4,17.1,22.9,6.33,0.63,191.0,26.7,Borewell,5.4
Sambalpur,Western Central Table Land,Red Laterite,Rabi,Green Gram (Moong),0.75,15.6,46.3,31.3,6.53,0.46,126.3,26.6,Rainfed,3.04
Ganjam,South Eastern Coastal Plain,Red Laterite,Kharif,Paddy (Kharif),1.43,95.2,26.9,30.6,6.88,0.45,1230.0,30.0,Borewell,12.16
Cuttack,East & South Eastern Coastal Plain,Alluvial,Rabi,Mustard,0.93,46.8,34.6,10.8,6.83,0.67,233.2,23.7,Rainfed,6.18
Kalahandi,Western Undulating Zone,Red Laterite,Kharif,Ragi (Mandia),3.43,27.9,23.4,13.2,6.5,0.36,915.3,30.4,Borewell,4.43
Sambalpur,Western Central Table Land,Red Laterite,Kharif,Maize,4.69,108.4,43.0,44.9,6.74,0.52,1091.8,28.5,Canal,15.16
Sundargarh,North Western Plateau,Red Laterite,Kharif,Ragi (Mandia),1.05,31.9,13.4,19.9,5.21,0.56,1512.0,26.2,Rainfed,5.38
Mayurbhanj,North Central Plateau,Sandy Loam,Kharif,Maize,4.97,80.6,48.8,17.9,6.1,0.79,1358.8,27.5,Rainfed,10.74
Cuttack,East & South Eastern Coastal Plain,Alluvial,Rabi,Green Gram (Moong),1.11,27.4,40.6,33.8,7.25,0.49,91.4,23.1,Borewell,5.6
Bargarh,Western Central Table Land,Alluvial,Kharif,Groundnut,1.94,9.1,68.2,41.9,6.82,0.74,1197.8,29.3,Canal,10.16
Bargarh,Western Central Table Land,Black Soil,Kharif,Paddy (Kharif),1.68,83.1,58.7,54.4,6.59,0.41,1315.7,26.8,Canal,27.7
